id,titles,urls,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
2110,Salem,/wiki/Salem_(TV_series),769,263,"323
                                ·
                                (42%)",660,87
2111,Salute Your Shorts,/wiki/Salute_Your_Shorts,667,414,"97
                                ·
                                (14.5%)",558,64
2112,Salvage One,/wiki/Salvage_One,4,???,"10
                                ·
                                (100%)",269,0
2113,Samurai Jack,/wiki/Samurai_Jack,"3,455","1,767","472
                                ·
                                (13.7%)","2,466",341
2114,The San Pedro Beach Bums,/wiki/The_San_Pedro_Beach_Bums,70,28,"49
                                ·
                                (70%)",544,0
2115,Sanctuary,/wiki/Sanctuary_(TV_series),"1,148",567,"308
                                ·
                                (26.8%)","2,330",85
2116,Sanford and Son,/wiki/Sanford_and_Son,"1,662",866,"255
                                ·
                                (15.3%)","3,330",109
2117,Santa Barbara,/wiki/Santa_Barbara_(TV_series),776,383,"219
                                ·
                                (28.2%)","2,137",49
2118,Santa Clarita Diet,/wiki/Santa_Clarita_Diet,427,186,"150
                                ·
                                (35.1%)",536,41
2119,Sara,/wiki/Sara_(U.S._1976_TV_series),1,???,"1
                                ·
                                (100%)",432,0
2120,The Sarah Silverman Program,/wiki/The_Sarah_Silverman_Program,963,552,"185
                                ·
                                (19.2%)",515,96
2121,Saturday Night Live,/wiki/Saturday_Night_Live,"9,020","3,982","1,341
                                ·
                                (14.9%)","9,202",964
2122,Saved by the Bell,/wiki/Saved_by_the_Bell,"4,756","2,282","598
                                ·
                                (12.6%)","3,324",704
2123,Saving Grace,/wiki/Saving_Grace_(TV_series),590,280,"199
                                ·
                                (33.7%)","1,000",30
2124,Scarecrow and Mrs. King,/wiki/Scarecrow_and_Mrs._King,229,152,"64
                                ·
                                (27.9%)",586,11
2125,School Pride,/wiki/School_Pride,48,26,"30
                                ·
                                (62.5%)",606,4
2126,The Scooby-Doo Show,/wiki/The_Scooby-Doo_Show,981,413,"266
                                ·
                                (27.1%)",784,65
2127,"Scooby-Doo, Where Are You!","/wiki/Scooby-Doo,_Where_Are_You!","1,577",791,"271
                                ·
                                (17.2%)",908,228
2128,The New Scooby-Doo Movies,/wiki/The_New_Scooby-Doo_Movies,817,432,"168
                                ·
                                (20.6%)",699,57
2129,Scorpion,/wiki/Scorpion_(TV_series),"1,571",524,"679
                                ·
                                (43.2%)",864,255
2130,Scrabble,/wiki/Scrabble_(game_show),"1,026",371,"296
                                ·
                                (28.8%)","2,525",77
2131,Scrabble Showdown,/wiki/Scrabble_Showdown,147,63,"84
                                ·
                                (57.1%)","1,342",14
2132,Scream Queens,/wiki/Scream_Queens_(2015_TV_series),"3,558","1,174","1,043
                                ·
                                (29.3%)","2,349",608
2133,Scrubs,/wiki/Scrubs_(TV_series),"10,513","4,856","1,928
                                ·
                                (18.3%)","5,694","1,904"
2134,Sea Hunt,/wiki/Sea_Hunt,364,204,"86
                                ·
                                (23.6%)","1,300",17
2135,SEAL Team,/wiki/SEAL_Team_(TV_series),596,185,"286
                                ·
                                (48%)",397,35
2136,Sealab 2020,/wiki/Sealab_2020,274,162,"71
                                ·
                                (25.9%)",409,14
2137,Sealab 2021,/wiki/Sealab_2021,"1,149",690,"152
                                ·
                                (13.2%)",498,48
2138,seaQuest DSV,/wiki/SeaQuest_DSV,"1,063",473,"355
                                ·
                                (33.4%)","2,953",41
2139,Second Chance,/wiki/Second_Chance_(1987_TV_series),116,56,"59
                                ·
                                (50.9%)","1,433",4
2140,The Secret Adventures of Jules Verne,/wiki/The_Secret_Adventures_of_Jules_Verne,130,83,"57
                                ·
                                (43.8%)",526,3
2141,The Secret Circle,/wiki/The_Secret_Circle_(TV_series),"1,628",777,"217
                                ·
                                (13.3%)","1,118",191
2142,The Secret Life of the American Teenager,/wiki/The_Secret_Life_of_the_American_Teenager,"6,004","2,897","923
                                ·
                                (15.4%)","3,061",610
2143,Secret Millionaire,/wiki/Secret_Millionaire,1,???,"2
                                ·
                                (100%)",816,0
2144,The Secret Storm,/wiki/The_Secret_Storm,336,171,"110
                                ·
                                (32.7%)","3,363",11
2145,The Secret World of Alex Mack,/wiki/The_Secret_World_of_Alex_Mack,839,458,"217
                                ·
                                (25.9%)",521,84
2146,The Secrets of Isis,/wiki/The_Secrets_of_Isis,413,195,"140
                                ·
                                (33.9%)","1,127",5
2147,Seinfeld,/wiki/Seinfeld,"10,197","4,737","1,368
                                ·
                                (13.4%)","6,413","1,309"
2148,Sense and Nonsense,/wiki/Sense_and_Nonsense,44,17,"33
                                ·
                                (75%)",219,0
2149,Sesame Street,/wiki/Sesame_Street,"8,523","3,647","2,122
                                ·
                                (24.9%)","4,978","1,769"
2150,Seven Days,/wiki/Seven_Days_(TV_series),519,298,"114
                                ·
                                (22%)",407,31
2151,Sex and the City,/wiki/Sex_and_the_City,"4,720","2,761","419
                                ·
                                (8.9%)","8,350",606
2152,Shades of Blue,/wiki/Shades_of_Blue_(TV_series),897,292,"352
                                ·
                                (39.2%)",709,74
2153,Shadowhunters: The Mortal Instruments,/wiki/Shadowhunters,"1,558",608,"470
                                ·
                                (30.2%)","1,283",217
2154,Shake it Up,/wiki/Shake_It_Up_(U.S._TV_series),"4,390","1,780","928
                                ·
                                (21.1%)","2,029",893
2155,Shameless,/wiki/Shameless_(U.S._TV_series),"1,993","1,021","367
                                ·
                                (18.5%)","1,585",272
2156,She Spies,/wiki/She_Spies,142,98,"41
                                ·
                                (28.9%)",255,1
2157,Shark,/wiki/Shark_(U.S._TV_series),743,436,"127
                                ·
                                (17.1%)",405,38
2158,Shear Genius,/wiki/Shear_Genius,439,193,"185
                                ·
                                (42.1%)",745,20
2159,She's the Sheriff,/wiki/She%27s_the_Sheriff,105,65,"39
                                ·
                                (37.1%)",658,1
2160,The Shield,/wiki/The_Shield,"2,922","1,452","430
                                ·
                                (14.7%)","3,758",276
2161,Shimmer and Shine,/wiki/Shimmer_and_Shine,"1,270",287,"625
                                ·
                                (49.2%)",552,162
2162,Shindig!,/wiki/Shindig!,304,200,"57
                                ·
                                (18.8%)","1,022",5
2163,Shorties Watchin' Shorties,/wiki/Shorties_Watchin%27_Shorties,180,147,"29
                                ·
                                (16.1%)",151,37
2164,Siesta Key,/wiki/Siesta_Key_(TV_series),116,34,"86
                                ·
                                (74.1%)",197,14
2165,The Sifl and Olly Show,/wiki/The_Sifl_and_Olly_Show,443,260,"100
                                ·
                                (22.6%)","1,041",43
