,title,year,url,edit_count,num_editors,edits_by_top_editors,word_count,reverted_edits
8785,A Death in the Family,2007,/wiki/A_Death_in_the_Family,144,89,"53
                                ·
                                (36.8%)",439,11
8786,Death Star (novel),2007,/wiki/Death_Star_(novel),100,63,"35
                                ·
                                (35%)",192,1
8787,Deep and Dark and Dangerous,2007,/wiki/Deep_and_Dark_and_Dangerous,416,286,"47
                                ·
                                (11.3%)",906,85
8788,Deep Storm,2007,/wiki/Deep_Storm,132,71,"60
                                ·
                                (45.5%)",1738,3
8789,The Delivery Man (novel),2007,/wiki/The_Delivery_Man_(novel),118,43,"78
                                ·
                                (66.1%)",629,5
8790,Demon's Delight,2007,/wiki/Demon%27s_Delight,34,25,"18
                                ·
                                (52.9%)",142,1
8791,Derby Girl,2007,/wiki/Derby_Girl,27,22,"15
                                ·
                                (55.6%)",81,2
8792,The Descendants (novel),2007,/wiki/The_Descendants_(novel),48,30,"27
                                ·
                                (56.2%)",335,3
8793,The Devil's Labyrinth,2007,/wiki/The_Devil%27s_Labyrinth,27,13,"24
                                ·
                                (88.9%)",278,0
8794,Dexter in the Dark,2007,/wiki/Dexter_in_the_Dark,149,108,"39
                                ·
                                (26.2%)",757,8
8795,The Diagnosis of Love,2007,/wiki/The_Diagnosis_of_Love,25,14,"17
                                ·
                                (68%)",66,0
8796,Diary of a Wimpy Kid,2007,/wiki/Diary_of_a_Wimpy_Kid,4298,2317,"354
                                ·
                                (8.2%)",1478,888
8797,Double Cross (novel),2007,/wiki/Double_Cross_(novel),82,64,"26
                                ·
                                (31.7%)",1289,5
8798,Dragonhaven,2007,/wiki/Dragonhaven,80,49,"34
                                ·
                                (42.5%)",440,7
8799,Dragons of the Highlord Skies,2007,/wiki/Dragons_of_the_Highlord_Skies,105,62,"42
                                ·
                                (40%)",1129,3
8800,Eclipse (Meyer novel),2007,/wiki/Eclipse_(Meyer_novel),3128,1678,"572
                                ·
                                (18.3%)",2041,849
8801,Eggs (novel),2007,/wiki/Eggs_(novel),276,202,"37
                                ·
                                (13.4%)",576,62
8802,Eighth Grade Bites,2007,/wiki/Eighth_Grade_Bites,426,265,"55
                                ·
                                (12.9%)",137,72
8803,Elephant Run,2007,/wiki/Elephant_Run,289,169,"70
                                ·
                                (24.2%)",871,60
8804,Elijah of Buxton,2007,/wiki/Elijah_of_Buxton,117,59,"56
                                ·
                                (47.9%)",351,18
8805,Elissa's Quest,2007,/wiki/Elissa%27s_Quest,2,???,"2
                                ·
                                (100%)",424,0
8806,The Elves of Cintra,2007,/wiki/The_Elves_of_Cintra,109,74,"37
                                ·
                                (33.9%)",1608,1
8807,The Elysium Commission,2007,/wiki/The_Elysium_Commission,39,28,"19
                                ·
                                (48.7%)",215,0
8808,Empire of Ivory,2007,/wiki/Empire_of_Ivory,108,62,"44
                                ·
                                (40.7%)",1273,1
8809,The Empress's Tomb,2007,/wiki/The_Empress%27s_Tomb,69,47,"28
                                ·
                                (40.6%)",333,8
8810,Eternity in Death,2007,/wiki/Eternity_in_Death,29,23,"16
                                ·
                                (55.2%)",793,0
8811,"Evolution, Me & Other Freaks of Nature",2007,"/wiki/Evolution,_Me_%26_Other_Freaks_of_Nature",55,32,"33
                                ·
                                (60%)",394,8
8812,Exile (Patterson novel),2007,/wiki/Exile_(Patterson_novel),25,21,"14
                                ·
                                (56%)",170,1
8813,Exit Ghost,2007,/wiki/Exit_Ghost,74,46,"35
                                ·
                                (47.3%)",633,3
8814,Exodus (Starfire),2007,/wiki/Exodus_(Starfire),21,14,"16
                                ·
                                (76.2%)",107,0
8815,The Exploding Detective,2007,/wiki/The_Exploding_Detective,38,27,"21
                                ·
                                (55.3%)",390,0
8816,Extras (novel),2007,/wiki/Extras_(novel),313,223,"49
                                ·
                                (15.7%)",2095,35
8817,The Fabled Fourth Graders of Aesop Elementary School,2007,/wiki/The_Fabled_Fourth_Graders_of_Aesop_Elementary_School,39,22,"27
                                ·
                                (69.2%)",189,2
8818,Fablehaven: Rise of the Evening Star,2007,/wiki/Fablehaven:_Rise_of_the_Evening_Star,176,91,"70
                                ·
                                (39.8%)",2272,14
8819,Falling Man (novel),2007,/wiki/Falling_Man_(novel),154,109,"39
                                ·
                                (25.3%)",446,13
8820,Fangland,2007,/wiki/Fangland,124,72,"53
                                ·
                                (42.7%)",246,3
8821,The Far Reaches,2007,/wiki/The_Far_Reaches,37,19,"28
                                ·
                                (75.7%)",178,0
8822,Fatal Revenant,2007,/wiki/Fatal_Revenant,91,62,"32
                                ·
                                (35.2%)",1591,0
8823,Feast of Souls,2007,/wiki/Feast_of_Souls,39,27,"21
                                ·
                                (53.8%)",214,1
8824,Feathers (novel),2007,/wiki/Feathers_(novel),123,70,"46
                                ·
                                (37.4%)",1166,15
8825,Fell (novel),2007,/wiki/Fell_(novel),91,45,"51
                                ·
                                (56%)",2726,2
8826,Firestar's Quest,2007,/wiki/Firestar%27s_Quest,421,171,"213
                                ·
                                (50.6%)",1152,33
8827,Firestorm (novel),2007,/wiki/Firestorm_(novel),58,32,"35
                                ·
                                (60.3%)",114,1
8828,The First Commandment (novel),2007,/wiki/The_First_Commandment_(novel),33,16,"27
                                ·
                                (81.8%)",217,1
8829,First Light (Stead novel),2007,/wiki/First_Light_(Stead_novel),116,44,"76
                                ·
                                (65.5%)",1446,5
8830,Fleet of Worlds,2007,/wiki/Fleet_of_Worlds,85,58,"30
                                ·
                                (35.3%)",128,2
8831,Flight (novel),2007,/wiki/Flight_(novel),168,99,"52
                                ·
                                (31%)",2486,23
8832,Forever in Blue: The Fourth Summer of the Sisterhood,2007,/wiki/Forever_in_Blue:_The_Fourth_Summer_of_the_Sisterhood,357,232,"63
                                ·
                                (17.6%)",1598,46
8833,Fortune's Fool (novel),2007,/wiki/Fortune%27s_Fool_(novel),41,33,"17
                                ·
                                (41.5%)",698,0
8834,The Fox (Sherwood Smith novel),2007,/wiki/The_Fox_(Sherwood_Smith_novel),41,25,"24
                                ·
                                (58.5%)",314,2
8835,Free Food for Millionaires,2007,/wiki/Free_Food_for_Millionaires,25,20,"13
                                ·
                                (52%)",87,3
8836,Garden Spells,2007,/wiki/Garden_Spells,30,12,"27
                                ·
                                (90%)",739,0
8837,General Winston's Daughter,2007,/wiki/General_Winston%27s_Daughter,30,22,"17
                                ·
                                (56.7%)",1005,0
8838,Generation Loss,2007,/wiki/Generation_Loss,28,19,"19
                                ·
                                (67.9%)",47,0
8839,Genesis Alpha,2007,/wiki/Genesis_Alpha,47,36,"19
                                ·
                                (40.4%)",133,42
8840,Gentlemen of the Road,2007,/wiki/Gentlemen_of_the_Road,74,39,"42
                                ·
                                (56.8%)",625,4
8841,Ghoul (novel),2007,/wiki/Ghoul_(novel),60,37,"33
                                ·
                                (55%)",1240,2
8842,Gilda Joyce: The Ghost Sonata,2007,/wiki/Gilda_Joyce:_The_Ghost_Sonata,35,28,"16
                                ·
                                (45.7%)",123,1
8843,The Gladiator (Turtledove novel),2007,/wiki/The_Gladiator_(Turtledove_novel),61,37,"30
                                ·
                                (49.2%)",419,0
8844,Glass (novel),2007,/wiki/Glass_(novel),163,91,"67
                                ·
                                (41.1%)",941,22
8845,The God Box,2007,/wiki/The_God_Box,42,29,"21
                                ·
                                (50%)",313,0
8846,The God of Animals,2007,/wiki/The_God_of_Animals,45,13,"40
                                ·
                                (88.9%)",609,1
8847,The Good Guy,2007,/wiki/The_Good_Guy,76,56,"25
                                ·
                                (32.9%)",658,8
8848,The Gravedigger's Daughter,2007,/wiki/The_Gravedigger%27s_Daughter,55,31,"31
                                ·
                                (56.4%)",400,1
8849,The Great Man (novel),2007,/wiki/The_Great_Man_(novel),45,21,"33
                                ·
                                (73.3%)",333,0
